#Data tag : 19v2 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
319337:6901,48:48,07/08/18 02:05:51,HLT_Photon33_v5,6.969410875,1.298637057,47.1,HFOC
319337:6901,49:49,07/08/18 02:06:14,HLT_Photon33_v5,6.956485148,6.717182206,47.1,HFOC
319337:6901,50:50,07/08/18 02:06:37,HLT_Photon33_v5,6.929059039,6.692724849,46.9,HFOC
319337:6901,51:51,07/08/18 02:07:00,HLT_Photon33_v5,6.950969248,6.712437512,47.0,HFOC
319337:6901,52:52,07/08/18 02:07:24,HLT_Photon33_v5,6.943372512,6.609271476,47.0,HFOC
319337:6901,53:53,07/08/18 02:07:47,HLT_Photon33_v5,6.931519029,6.693782959,46.9,HFOC
319337:6901,54:54,07/08/18 02:08:10,HLT_Photon33_v5,6.924976153,6.688722274,46.8,HFOC
319337:6901,55:55,07/08/18 02:08:34,HLT_Photon33_v5,6.911399589,6.675812215,46.8,HFOC
319337:6901,56:56,07/08/18 02:08:57,HLT_Photon33_v5,6.905248695,6.669870598,46.7,HFOC
319337:6901,57:57,07/08/18 02:09:20,HLT_Photon33_v5,6.895736675,6.661302809,46.6,HFOC
319337:6901,58:58,07/08/18 02:09:44,HLT_Photon33_v5,6.891006604,6.657143229,46.6,HFOC
319337:6901,59:59,07/08/18 02:10:07,HLT_Photon33_v5,6.884994430,6.651553773,46.6,HFOC
319337:6901,60:60,07/08/18 02:10:30,HLT_Photon33_v5,6.878865948,6.646278569,46.5,HFOC
319337:6901,61:61,07/08/18 02:10:54,HLT_Photon33_v5,6.866232685,6.634915202,46.4,HFOC
319337:6901,62:62,07/08/18 02:11:17,HLT_Photon33_v5,6.855753833,6.530435758,46.4,HFOC
319337:6901,63:63,07/08/18 02:11:40,HLT_Photon33_v5,6.850067233,6.620711826,46.3,HFOC
319337:6901,64:64,07/08/18 02:12:04,HLT_Photon33_v5,6.841258071,6.612158060,46.3,HFOC
319337:6901,65:65,07/08/18 02:12:27,HLT_Photon33_v5,6.832680582,6.510162901,46.2,HFOC
319337:6901,66:66,07/08/18 02:12:50,HLT_Photon33_v5,6.827180527,6.600085137,46.2,HFOC
319337:6901,67:67,07/08/18 02:13:13,HLT_Photon33_v5,6.822499097,6.595703026,46.2,HFOC
319337:6901,68:68,07/08/18 02:13:37,HLT_Photon33_v5,6.818340398,6.590888330,46.1,HFOC
319337:6901,69:69,07/08/18 02:14:00,HLT_Photon33_v5,6.821689374,6.594205460,46.1,HFOC
319337:6901,70:70,07/08/18 02:14:23,HLT_Photon33_v5,6.792686678,6.568228816,46.0,HFOC
319337:6901,71:71,07/08/18 02:14:47,HLT_Photon33_v5,6.808213325,6.581713874,46.1,HFOC
319337:6901,72:72,07/08/18 02:15:10,HLT_Photon33_v5,6.814343991,6.587892404,46.1,HFOC
319337:6901,73:73,07/08/18 02:15:33,HLT_Photon33_v5,6.792660112,6.567967010,46.0,HFOC
319337:6901,74:74,07/08/18 02:15:57,HLT_Photon33_v5,6.833874206,6.606227267,46.2,HFOC
319337:6901,75:75,07/08/18 02:16:20,HLT_Photon33_v5,6.845391083,6.522415224,46.3,HFOC
319337:6901,76:76,07/08/18 02:16:43,HLT_Photon33_v5,6.814728003,6.587545994,46.1,HFOC
319337:6901,77:77,07/08/18 02:17:07,HLT_Photon33_v5,6.772908838,6.549893667,45.8,HFOC
319337:6901,78:78,07/08/18 02:17:30,HLT_Photon33_v5,6.740364319,6.520329682,45.6,HFOC
319337:6901,79:79,07/08/18 02:17:53,HLT_Photon33_v5,6.742463007,6.522273706,45.6,HFOC
319337:6901,80:80,07/08/18 02:18:17,HLT_Photon33_v5,6.743390854,6.523165751,45.6,HFOC
319337:6901,81:81,07/08/18 02:18:40,HLT_Photon33_v5,6.739879126,6.519074297,45.6,HFOC
319337:6901,82:82,07/08/18 02:19:03,HLT_Photon33_v5,6.736333905,6.414656872,45.6,HFOC
319337:6901,83:83,07/08/18 02:19:26,HLT_Photon33_v5,6.723817506,6.504375755,45.5,HFOC
319337:6901,84:84,07/08/18 02:19:50,HLT_Photon33_v5,6.710525404,6.491949937,45.4,HFOC
319337:6901,85:85,07/08/18 02:20:13,HLT_Photon33_v5,6.699162035,6.481817714,45.3,HFOC
319337:6901,86:86,07/08/18 02:20:36,HLT_Photon33_v5,6.698555184,6.480889929,45.3,HFOC
319337:6901,87:87,07/08/18 02:21:00,HLT_Photon33_v5,6.696716389,6.387337723,45.3,HFOC
319337:6901,88:88,07/08/18 02:21:23,HLT_Photon33_v5,6.686738187,6.470799270,45.2,HFOC
319337:6901,89:89,07/08/18 02:21:46,HLT_Photon33_v5,5.873619266,5.700455556,39.7,HFOC
319337:6901,90:90,07/08/18 02:22:10,HLT_Photon33_v5,1.053939747,1.043580253,7.1,HFOC
319337:6901,91:91,07/08/18 02:22:33,HLT_Photon33_v5,3.059848826,3.012668686,20.7,HFOC
319337:6901,92:92,07/08/18 02:22:56,HLT_Photon33_v5,5.889468921,5.809748567,39.8,HFOC
319337:6901,93:93,07/08/18 02:23:20,HLT_Photon33_v5,6.287111078,6.196933375,42.5,HFOC
319337:6901,94:94,07/08/18 02:23:43,HLT_Photon33_v5,3.717779536,3.671610886,25.1,HFOC
319337:6901,95:95,07/08/18 02:24:06,HLT_Photon33_v5,1.359209898,1.347561987,9.2,HFOC
319337:6901,96:96,07/08/18 02:24:30,HLT_Photon33_v5,3.867375460,3.822876434,26.2,HFOC
319337:6901,97:97,07/08/18 02:24:53,HLT_Photon33_v5,0.744393866,0.738396246,5.0,HFOC
319337:6901,98:98,07/08/18 02:25:16,HLT_Photon33_v5,2.596716396,2.571889439,17.6,HFOC
319337:6901,99:99,07/08/18 02:25:39,HLT_Photon33_v5,5.610088426,5.535967190,38.0,HFOC
319337:6901,100:100,07/08/18 02:26:03,HLT_Photon33_v5,6.300223866,6.209354389,42.6,HFOC
319337:6901,101:101,07/08/18 02:26:26,HLT_Photon33_v5,3.515434884,3.477871822,23.8,HFOC
319337:6901,102:102,07/08/18 02:26:49,HLT_Photon33_v5,1.313277901,1.302100226,8.9,HFOC
319337:6901,103:103,07/08/18 02:27:13,HLT_Photon33_v5,6.437086214,6.344410249,43.5,HFOC
319337:6901,104:104,07/08/18 02:27:36,HLT_Photon33_v5,6.342070786,6.251081060,42.9,HFOC
319337:6901,105:105,07/08/18 02:27:59,HLT_Photon33_v5,6.474600207,6.380171223,43.8,HFOC
319337:6901,106:106,07/08/18 02:28:23,HLT_Photon33_v5,6.095843113,6.010025484,41.2,HFOC
319337:6901,107:107,07/08/18 02:28:46,HLT_Photon33_v5,6.191356227,6.104267644,41.9,HFOC
319337:6901,108:108,07/08/18 02:29:09,HLT_Photon33_v5,5.855716260,5.775708805,39.6,HFOC
319337:6901,109:109,07/08/18 02:29:33,HLT_Photon33_v5,6.650985968,6.552097977,45.0,HFOC
319337:6901,110:110,07/08/18 02:29:56,HLT_Photon33_v5,6.751484593,6.649648756,45.7,HFOC
319337:6901,111:111,07/08/18 02:30:19,HLT_Photon33_v5,6.749871196,6.648172232,45.7,HFOC
319337:6901,112:112,07/08/18 02:30:42,HLT_Photon33_v5,6.745841801,6.644455013,45.6,HFOC
319337:6901,113:113,07/08/18 02:31:06,HLT_Photon33_v5,6.734221462,6.632913716,45.6,HFOC
319337:6901,114:114,07/08/18 02:31:29,HLT_Photon33_v5,6.731245615,6.629931463,45.5,HFOC
319337:6901,115:115,07/08/18 02:31:52,HLT_Photon33_v5,6.726131331,6.615456334,45.5,HFOC
319337:6901,116:116,07/08/18 02:32:16,HLT_Photon33_v5,6.722234940,6.621284909,45.5,HFOC
319337:6901,117:117,07/08/18 02:32:39,HLT_Photon33_v5,6.718307311,6.617350458,45.4,HFOC
319337:6901,118:118,07/08/18 02:33:02,HLT_Photon33_v5,6.711942536,6.611390833,45.4,HFOC
319337:6901,119:119,07/08/18 02:33:26,HLT_Photon33_v5,6.704967624,6.604664585,45.4,HFOC
319337:6901,120:120,07/08/18 02:33:49,HLT_Photon33_v5,6.700988648,6.600667971,45.3,HFOC
319337:6901,121:121,07/08/18 02:34:12,HLT_Photon33_v5,6.694776552,6.594806544,45.3,HFOC
319337:6901,122:122,07/08/18 02:34:36,HLT_Photon33_v5,6.691759653,6.591835480,45.3,HFOC
319337:6901,123:123,07/08/18 02:34:59,HLT_Photon33_v5,6.686505756,6.586688241,45.2,HFOC
319337:6901,124:124,07/08/18 02:35:22,HLT_Photon33_v5,6.677341183,6.577672194,45.2,HFOC
319337:6901,125:125,07/08/18 02:35:46,HLT_Photon33_v5,6.669720442,6.570234898,45.1,HFOC
319337:6901,126:126,07/08/18 02:36:09,HLT_Photon33_v5,6.664433094,6.565543332,45.1,HFOC
319337:6901,127:127,07/08/18 02:36:32,HLT_Photon33_v5,6.662326459,6.562982414,45.1,HFOC
319337:6901,128:128,07/08/18 02:36:55,HLT_Photon33_v5,6.658358487,6.559512392,45.0,HFOC
319337:6901,129:129,07/08/18 02:37:19,HLT_Photon33_v5,6.657265244,6.558446614,45.0,HFOC
319337:6901,130:130,07/08/18 02:37:42,HLT_Photon33_v5,6.653876064,6.554056033,45.0,HFOC
319337:6901,131:131,07/08/18 02:38:05,HLT_Photon33_v5,6.651273916,6.552494960,45.0,HFOC
319337:6901,132:132,07/08/18 02:38:29,HLT_Photon33_v5,6.646213083,6.547549192,45.0,HFOC
319337:6901,133:133,07/08/18 02:38:52,HLT_Photon33_v5,6.641204503,6.542647034,44.9,HFOC
319337:6901,134:134,07/08/18 02:39:15,HLT_Photon33_v5,6.644610690,6.545980680,44.9,HFOC
319337:6901,135:135,07/08/18 02:39:39,HLT_Photon33_v5,6.645773167,6.547086265,45.0,HFOC
319337:6901,136:136,07/08/18 02:40:02,HLT_Photon33_v5,6.652485725,6.553770059,45.0,HFOC
319337:6901,137:137,07/08/18 02:40:25,HLT_Photon33_v5,6.652599688,6.553866934,45.0,HFOC
319337:6901,138:138,07/08/18 02:40:49,HLT_Photon33_v5,6.632138176,6.533680888,44.9,HFOC
319337:6901,139:139,07/08/18 02:41:12,HLT_Photon33_v5,6.631195191,6.532613657,44.9,HFOC
319337:6901,140:140,07/08/18 02:41:35,HLT_Photon33_v5,6.625569072,6.433893056,44.8,HFOC
319337:6901,141:141,07/08/18 02:41:59,HLT_Photon33_v5,6.620929110,6.522800897,44.8,HFOC
319337:6901,142:142,07/08/18 02:42:22,HLT_Photon33_v5,6.614243996,6.516340292,44.7,HFOC
319337:6901,143:143,07/08/18 02:42:45,HLT_Photon33_v5,6.608838384,6.511229914,44.7,HFOC
319337:6901,144:144,07/08/18 02:43:08,HLT_Photon33_v5,6.602375405,6.505232242,44.7,HFOC
319337:6901,145:145,07/08/18 02:43:32,HLT_Photon33_v5,6.596809751,6.499641047,44.6,HFOC
319337:6901,146:146,07/08/18 02:43:55,HLT_Photon33_v5,6.602052400,6.504458929,44.7,HFOC
319337:6901,147:147,07/08/18 02:44:18,HLT_Photon33_v5,6.611490677,6.514025300,44.7,HFOC
319337:6901,148:148,07/08/18 02:44:42,HLT_Photon33_v5,6.602845850,6.505298681,44.7,HFOC
319337:6901,149:149,07/08/18 02:45:05,HLT_Photon33_v5,6.586088264,6.489385498,44.6,HFOC
319337:6901,150:150,07/08/18 02:45:28,HLT_Photon33_v5,6.592458468,6.495443786,44.6,HFOC
319337:6901,151:151,07/08/18 02:45:52,HLT_Photon33_v5,6.594267401,6.497228893,44.6,HFOC
319337:6901,152:152,07/08/18 02:46:15,HLT_Photon33_v5,6.578117711,6.481413308,44.5,HFOC
319337:6901,153:153,07/08/18 02:46:38,HLT_Photon33_v5,6.567615322,6.470976165,44.4,HFOC
319337:6901,154:154,07/08/18 02:47:02,HLT_Photon33_v5,6.565020016,6.468912540,44.4,HFOC
319337:6901,155:155,07/08/18 02:47:25,HLT_Photon33_v5,6.554623893,6.458679309,44.3,HFOC
319337:6901,156:156,07/08/18 02:47:48,HLT_Photon33_v5,6.547746464,6.451584561,44.3,HFOC
319337:6901,157:157,07/08/18 02:48:11,HLT_Photon33_v5,6.544797268,6.449101570,44.3,HFOC
319337:6901,158:158,07/08/18 02:48:35,HLT_Photon33_v5,6.544894587,6.449021876,44.3,HFOC
319337:6901,159:159,07/08/18 02:48:58,HLT_Photon33_v5,6.539604289,6.443895466,44.2,HFOC
319337:6901,160:160,07/08/18 02:49:21,HLT_Photon33_v5,6.534738081,6.439392602,44.2,HFOC
319337:6901,161:161,07/08/18 02:49:45,HLT_Photon33_v5,6.529266448,6.433595970,44.2,HFOC
319337:6901,162:162,07/08/18 02:50:08,HLT_Photon33_v5,6.523417446,6.428434683,44.1,HFOC
319337:6901,163:163,07/08/18 02:50:31,HLT_Photon33_v5,6.520309594,6.425116205,44.1,HFOC
319337:6901,164:164,07/08/18 02:50:55,HLT_Photon33_v5,6.518346147,6.331507415,44.1,HFOC
319337:6901,165:165,07/08/18 02:51:18,HLT_Photon33_v5,6.512365531,6.417448271,44.1,HFOC
319337:6901,166:166,07/08/18 02:51:41,HLT_Photon33_v5,6.507959288,6.413281509,44.0,HFOC
319337:6901,167:167,07/08/18 02:52:05,HLT_Photon33_v5,6.502202607,6.407621002,44.0,HFOC
319337:6901,168:168,07/08/18 02:52:28,HLT_Photon33_v5,6.494310431,6.399625797,43.9,HFOC
319337:6901,169:169,07/08/18 02:52:51,HLT_Photon33_v5,6.489947003,6.395663309,43.9,HFOC
319337:6901,170:170,07/08/18 02:53:14,HLT_Photon33_v5,6.487958813,6.393792687,43.9,HFOC
319337:6901,171:171,07/08/18 02:53:38,HLT_Photon33_v5,6.483446116,6.389216698,43.9,HFOC
319337:6901,172:172,07/08/18 02:54:01,HLT_Photon33_v5,6.478389800,6.384311889,43.8,HFOC
319337:6901,173:173,07/08/18 02:54:24,HLT_Photon33_v5,6.460218723,6.366682352,43.7,HFOC
319337:6901,174:174,07/08/18 02:54:48,HLT_Photon33_v5,6.477542436,6.383292037,43.8,HFOC
319337:6901,175:175,07/08/18 02:55:11,HLT_Photon33_v5,6.472824420,6.379020094,43.8,HFOC
319337:6901,176:176,07/08/18 02:55:34,HLT_Photon33_v5,6.458003049,6.364631697,43.7,HFOC
319337:6901,177:177,07/08/18 02:55:58,HLT_Photon33_v5,6.452020754,6.358913741,43.6,HFOC
319337:6901,178:178,07/08/18 02:56:21,HLT_Photon33_v5,6.447634015,6.354387229,43.6,HFOC
319337:6901,179:179,07/08/18 02:56:44,HLT_Photon33_v5,6.440406949,6.249326888,43.6,HFOC
319337:6901,180:180,07/08/18 02:57:08,HLT_Photon33_v5,6.435064216,6.342212457,43.5,HFOC
319337:6901,181:181,07/08/18 02:57:31,HLT_Photon33_v5,6.429730041,6.337182140,43.5,HFOC
319337:6901,182:182,07/08/18 02:57:54,HLT_Photon33_v5,6.425004412,6.332390914,43.5,HFOC
319337:6901,183:183,07/08/18 02:58:18,HLT_Photon33_v5,6.430252396,6.337636084,43.5,HFOC
319337:6901,184:184,07/08/18 02:58:41,HLT_Photon33_v5,6.440696068,6.347754194,43.6,HFOC
319337:6901,185:185,07/08/18 02:59:04,HLT_Photon33_v5,6.428966098,6.336438588,43.5,HFOC
319337:6901,186:186,07/08/18 02:59:28,HLT_Photon33_v5,6.420364239,6.328204639,43.4,HFOC
319337:6901,187:187,07/08/18 02:59:51,HLT_Photon33_v5,6.412832969,6.320628498,43.4,HFOC
319337:6901,188:188,07/08/18 03:00:14,HLT_Photon33_v5,6.402249202,6.310276792,43.3,HFOC
319337:6901,189:189,07/08/18 03:00:37,HLT_Photon33_v5,6.411793841,6.319551147,43.4,HFOC
319337:6901,190:190,07/08/18 03:01:01,HLT_Photon33_v5,6.394473466,6.302653053,43.3,HFOC
319337:6901,191:191,07/08/18 03:01:24,HLT_Photon33_v5,6.381465300,6.289709008,43.2,HFOC
319337:6901,192:192,07/08/18 03:01:47,HLT_Photon33_v5,6.394541583,6.302858160,43.3,HFOC
319337:6901,193:193,07/08/18 03:02:11,HLT_Photon33_v5,6.387098811,6.295520775,43.2,HFOC
319337:6901,194:194,07/08/18 03:02:34,HLT_Photon33_v5,6.378537906,6.287374928,43.1,HFOC
319337:6901,195:195,07/08/18 03:02:57,HLT_Photon33_v5,6.381692122,6.290427625,43.2,HFOC
319337:6901,196:196,07/08/18 03:03:21,HLT_Photon33_v5,6.372812346,6.281495283,43.1,HFOC
319337:6901,197:197,07/08/18 03:03:44,HLT_Photon33_v5,6.367657098,6.276248359,43.1,HFOC
319337:6901,198:198,07/08/18 03:04:07,HLT_Photon33_v5,6.361732812,6.270900588,43.0,HFOC
319337:6901,199:199,07/08/18 03:04:31,HLT_Photon33_v5,6.354721563,6.263947875,43.0,HFOC
319337:6901,200:200,07/08/18 03:04:54,HLT_Photon33_v5,6.348600722,6.258219356,42.9,HFOC
319337:6901,201:201,07/08/18 03:05:17,HLT_Photon33_v5,6.345194182,6.255072427,42.9,HFOC
319337:6901,202:202,07/08/18 03:05:40,HLT_Photon33_v5,6.145889852,6.060236965,41.6,HFOC
319337:6901,203:203,07/08/18 03:06:04,HLT_Photon33_v5,6.233356148,6.145794780,42.2,HFOC
319337:6901,204:204,07/08/18 03:06:27,HLT_Photon33_v5,6.052678747,5.968946228,40.9,HFOC
319337:6901,205:205,07/08/18 03:06:50,HLT_Photon33_v5,5.905622327,5.825582778,40.0,HFOC
319337:6901,206:206,07/08/18 03:07:14,HLT_Photon33_v5,6.191846270,6.017960073,41.9,HFOC
319337:6901,207:207,07/08/18 03:07:37,HLT_Photon33_v5,6.338017695,6.247761204,42.9,HFOC
319337:6901,208:208,07/08/18 03:08:00,HLT_Photon33_v5,6.377238599,6.286024108,43.1,HFOC
319337:6901,209:209,07/08/18 03:08:24,HLT_Photon33_v5,6.390393648,6.298675919,43.2,HFOC
319337:6901,210:210,07/08/18 03:08:47,HLT_Photon33_v5,6.377514522,6.286473153,43.1,HFOC
319337:6901,211:211,07/08/18 03:09:10,HLT_Photon33_v5,6.368188045,6.277299690,43.1,HFOC
319337:6901,212:212,07/08/18 03:09:34,HLT_Photon33_v5,6.368870852,6.277921142,43.1,HFOC
319337:6901,213:213,07/08/18 03:09:57,HLT_Photon33_v5,6.362481877,6.271786427,43.0,HFOC
319337:6901,214:214,07/08/18 03:10:20,HLT_Photon33_v5,6.360040170,6.269271444,43.0,HFOC
319337:6901,215:215,07/08/18 03:10:43,HLT_Photon33_v5,6.356931170,6.265796558,43.0,HFOC
319337:6901,216:216,07/08/18 03:11:07,HLT_Photon33_v5,6.350805092,6.260300636,43.0,HFOC
319337:6901,217:217,07/08/18 03:11:30,HLT_Photon33_v5,6.346023270,6.255630282,42.9,HFOC
319337:6901,218:218,07/08/18 03:11:53,HLT_Photon33_v5,6.340299119,6.249879600,42.9,HFOC
319337:6901,219:219,07/08/18 03:12:17,HLT_Photon33_v5,6.337327132,6.247132620,42.9,HFOC
319337:6901,220:220,07/08/18 03:12:40,HLT_Photon33_v5,6.323704415,6.233876262,42.8,HFOC
319337:6901,221:221,07/08/18 03:13:03,HLT_Photon33_v5,6.325135538,6.235020630,42.8,HFOC
319337:6901,222:222,07/08/18 03:13:27,HLT_Photon33_v5,6.331194152,6.241202406,42.8,HFOC
319337:6901,223:223,07/08/18 03:13:50,HLT_Photon33_v5,6.340562167,6.250285834,42.9,HFOC
319337:6901,224:224,07/08/18 03:14:13,HLT_Photon33_v5,6.335387904,6.245342254,42.9,HFOC
319337:6901,225:225,07/08/18 03:14:37,HLT_Photon33_v5,6.329985038,6.240130441,42.8,HFOC
319337:6901,226:226,07/08/18 03:15:00,HLT_Photon33_v5,6.316295397,6.226713816,42.7,HFOC
319337:6901,227:227,07/08/18 03:15:23,HLT_Photon33_v5,6.325369679,6.235267294,42.8,HFOC
319337:6901,228:228,07/08/18 03:15:47,HLT_Photon33_v5,6.324256079,6.234217776,42.8,HFOC
319337:6901,229:229,07/08/18 03:16:10,HLT_Photon33_v5,6.313726140,6.223929794,42.7,HFOC
319337:6901,230:230,07/08/18 03:16:33,HLT_Photon33_v5,6.301998296,6.212745416,42.6,HFOC
319337:6901,231:231,07/08/18 03:16:57,HLT_Photon33_v5,6.302301395,6.213138091,42.6,HFOC
319337:6901,232:232,07/08/18 03:17:20,HLT_Photon33_v5,6.300512498,6.211328482,42.6,HFOC
319337:6901,233:233,07/08/18 03:17:43,HLT_Photon33_v5,6.294552018,6.116775632,42.6,HFOC
319337:6901,234:234,07/08/18 03:18:06,HLT_Photon33_v5,6.291047131,6.202034947,42.6,HFOC
319337:6901,235:235,07/08/18 03:18:30,HLT_Photon33_v5,6.288311403,6.199640928,42.5,HFOC
319337:6901,236:236,07/08/18 03:18:53,HLT_Photon33_v5,6.281535460,6.192723859,42.5,HFOC
319337:6901,237:237,07/08/18 03:19:16,HLT_Photon33_v5,6.279252370,6.190532417,42.5,HFOC
319337:6901,238:238,07/08/18 03:19:40,HLT_Photon33_v5,6.275412359,6.186668948,42.5,HFOC
319337:6901,239:239,07/08/18 03:20:03,HLT_Photon33_v5,6.272971883,6.184314553,42.4,HFOC
319337:6901,240:240,07/08/18 03:20:26,HLT_Photon33_v5,6.268275150,6.180140043,42.4,HFOC
319337:6901,241:241,07/08/18 03:20:50,HLT_Photon33_v5,6.261707776,6.173548272,42.4,HFOC
319337:6901,242:242,07/08/18 03:21:13,HLT_Photon33_v5,6.258233346,6.081724771,42.3,HFOC
319337:6901,243:243,07/08/18 03:21:36,HLT_Photon33_v5,6.255316467,6.167533858,42.3,HFOC
319337:6901,244:244,07/08/18 03:21:59,HLT_Photon33_v5,6.251216058,6.163313685,42.3,HFOC
319337:6901,245:245,07/08/18 03:22:23,HLT_Photon33_v5,6.247538734,6.150555661,42.3,HFOC
319337:6901,246:246,07/08/18 03:22:46,HLT_Photon33_v5,6.241864491,6.154229389,42.2,HFOC
319337:6901,247:247,07/08/18 03:23:09,HLT_Photon33_v5,6.237087917,6.149559720,42.2,HFOC
319337:6901,248:248,07/08/18 03:23:33,HLT_Photon33_v5,6.232610621,6.049724564,42.2,HFOC
319337:6901,249:249,07/08/18 03:23:56,HLT_Photon33_v5,6.227377350,6.131222507,42.1,HFOC
319337:6901,250:250,07/08/18 03:24:19,HLT_Photon33_v5,6.222979005,6.135873692,42.1,HFOC
319337:6901,251:251,07/08/18 03:24:43,HLT_Photon33_v5,6.220888554,6.133636126,42.1,HFOC
319337:6901,252:252,07/08/18 03:25:06,HLT_Photon33_v5,6.216986454,6.129983890,42.1,HFOC
319337:6901,253:253,07/08/18 03:25:29,HLT_Photon33_v5,6.211335808,6.124323335,42.0,HFOC
319337:6901,254:254,07/08/18 03:25:53,HLT_Photon33_v5,6.206546441,6.119735359,42.0,HFOC
319337:6901,255:255,07/08/18 03:26:16,HLT_Photon33_v5,6.192732993,6.106458364,41.9,HFOC
319337:6901,256:256,07/08/18 03:26:39,HLT_Photon33_v5,6.199358289,6.112701310,41.9,HFOC
319337:6901,257:257,07/08/18 03:27:03,HLT_Photon33_v5,6.204965191,6.118004879,42.0,HFOC
319337:6901,258:258,07/08/18 03:27:26,HLT_Photon33_v5,6.186886697,6.100485905,41.9,HFOC
319337:6901,259:259,07/08/18 03:27:49,HLT_Photon33_v5,6.182174663,6.096349741,41.8,HFOC
319337:6901,260:260,07/08/18 03:28:13,HLT_Photon33_v5,6.182245544,6.096115398,41.8,HFOC
319337:6901,261:261,07/08/18 03:28:36,HLT_Photon33_v5,6.175045164,6.089214713,41.8,HFOC
319337:6901,262:262,07/08/18 03:28:59,HLT_Photon33_v5,6.189451672,6.103094332,41.9,HFOC
319337:6901,263:263,07/08/18 03:29:22,HLT_Photon33_v5,6.189691743,6.103210810,41.9,HFOC
319337:6901,264:264,07/08/18 03:29:46,HLT_Photon33_v5,6.182140746,6.096058719,41.8,HFOC
319337:6901,265:265,07/08/18 03:30:09,HLT_Photon33_v5,6.176895787,6.090671004,41.8,HFOC
319337:6901,266:266,07/08/18 03:30:32,HLT_Photon33_v5,6.171964679,6.085794998,41.8,HFOC
319337:6901,267:267,07/08/18 03:30:56,HLT_Photon33_v5,6.170030149,6.084137056,41.7,HFOC
319337:6901,268:268,07/08/18 03:31:19,HLT_Photon33_v5,6.165172752,6.079227683,41.7,HFOC
319337:6901,269:269,07/08/18 03:31:42,HLT_Photon33_v5,6.161730745,6.076082368,41.7,HFOC
319337:6901,270:270,07/08/18 03:32:06,HLT_Photon33_v5,6.153731991,6.068261101,41.6,HFOC
319337:6901,271:271,07/08/18 03:32:29,HLT_Photon33_v5,6.149458012,6.063772475,41.6,HFOC
319337:6901,272:272,07/08/18 03:32:52,HLT_Photon33_v5,6.140493424,6.055306309,41.5,HFOC
319337:6901,273:273,07/08/18 03:33:16,HLT_Photon33_v5,6.138122395,6.052949926,41.5,HFOC
319337:6901,274:274,07/08/18 03:33:39,HLT_Photon33_v5,6.149564358,6.063778539,41.6,HFOC
319337:6901,275:275,07/08/18 03:34:02,HLT_Photon33_v5,6.145791889,6.060394089,41.6,HFOC
319337:6901,276:276,07/08/18 03:34:26,HLT_Photon33_v5,6.135719307,6.050601429,41.5,HFOC
319337:6901,277:277,07/08/18 03:34:49,HLT_Photon33_v5,6.132039122,6.047056688,41.5,HFOC
319337:6901,278:278,07/08/18 03:35:12,HLT_Photon33_v5,6.128104570,6.043107064,41.5,HFOC
319337:6901,279:279,07/08/18 03:35:35,HLT_Photon33_v5,6.123037648,6.038272794,41.4,HFOC
319337:6901,280:280,07/08/18 03:35:59,HLT_Photon33_v5,6.119558065,6.034757015,41.4,HFOC
319337:6901,281:281,07/08/18 03:36:22,HLT_Photon33_v5,6.115446280,6.031028404,41.4,HFOC
319337:6901,282:282,07/08/18 03:36:45,HLT_Photon33_v5,6.112788905,6.019621829,41.4,HFOC
319337:6901,283:283,07/08/18 03:37:09,HLT_Photon33_v5,6.108640331,6.024262358,41.3,HFOC
319337:6901,284:284,07/08/18 03:37:32,HLT_Photon33_v5,6.104193858,6.019963727,41.3,HFOC
319337:6901,285:285,07/08/18 03:37:55,HLT_Photon33_v5,6.100632619,6.016590448,41.3,HFOC
319337:6901,286:286,07/08/18 03:38:19,HLT_Photon33_v5,6.095589545,6.011279062,41.2,HFOC
319337:6901,287:287,07/08/18 03:38:42,HLT_Photon33_v5,6.091324189,6.007451164,41.2,HFOC
319337:6901,288:288,07/08/18 03:39:05,HLT_Photon33_v5,6.089405006,6.005380371,41.2,HFOC
319337:6901,289:289,07/08/18 03:39:28,HLT_Photon33_v5,6.085068163,6.001403515,41.2,HFOC
319337:6901,290:290,07/08/18 03:39:52,HLT_Photon33_v5,6.075714140,5.991854217,41.1,HFOC
319337:6901,291:291,07/08/18 03:40:15,HLT_Photon33_v5,6.078026674,5.994182517,41.1,HFOC
319337:6901,292:292,07/08/18 03:40:38,HLT_Photon33_v5,6.080584377,5.996825174,41.1,HFOC
319337:6901,293:293,07/08/18 03:41:02,HLT_Photon33_v5,6.064557109,5.980965882,41.0,HFOC
319337:6901,294:294,07/08/18 03:41:25,HLT_Photon33_v5,6.061740546,5.978323372,41.0,HFOC
319337:6901,295:295,07/08/18 03:41:48,HLT_Photon33_v5,6.056841850,5.973903708,41.0,HFOC
319337:6901,296:296,07/08/18 03:42:12,HLT_Photon33_v5,6.051207234,5.968172125,40.9,HFOC
319337:6901,297:297,07/08/18 03:42:35,HLT_Photon33_v5,6.044993387,5.961867449,40.9,HFOC
319337:6901,298:298,07/08/18 03:42:58,HLT_Photon33_v5,6.041918597,5.958900631,40.9,HFOC
319337:6901,299:299,07/08/18 03:43:22,HLT_Photon33_v5,6.041353678,5.958237780,40.9,HFOC
319337:6901,300:300,07/08/18 03:43:45,HLT_Photon33_v5,6.041122140,5.958195325,40.9,HFOC
