#Data tag : 19v2 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
317080:6737,64:64,05/28/18 20:49:28,HLT_Photon33_v5,15.804826121,15.485122030,41.0,HFOC
317080:6737,65:65,05/28/18 20:49:51,HLT_Photon33_v5,7.986493948,7.880755310,20.7,HFOC
317080:6737,66:66,05/28/18 20:50:15,HLT_Photon33_v5,2.450206107,2.428147669,6.3,HFOC
317087:6738,43:43,05/28/18 23:14:11,HLT_Photon33_v5,14.573516613,5.428699253,37.8,HFOC
317087:6738,44:44,05/28/18 23:14:35,HLT_Photon33_v5,2.982419802,2.954910391,7.7,HFOC
317087:6738,45:45,05/28/18 23:14:58,HLT_Photon33_v5,8.621392236,8.508158823,22.3,HFOC
317087:6738,46:46,05/28/18 23:15:21,HLT_Photon33_v5,16.086929322,15.512993533,41.7,HFOC
317087:6738,47:47,05/28/18 23:15:45,HLT_Photon33_v5,16.124282281,15.789299212,41.8,HFOC
317087:6738,48:48,05/28/18 23:16:08,HLT_Photon33_v5,8.511282361,8.396224341,22.1,HFOC
317087:6738,49:49,05/28/18 23:16:31,HLT_Photon33_v5,2.768618530,2.743160077,7.2,HFOC
317087:6738,50:50,05/28/18 23:16:55,HLT_Photon33_v5,10.049531197,9.892929360,26.0,HFOC
317087:6738,51:51,05/28/18 23:17:18,HLT_Photon33_v5,2.087943999,2.069833114,5.4,HFOC
317087:6738,52:52,05/28/18 23:17:41,HLT_Photon33_v5,7.517872619,7.425318595,19.5,HFOC
317087:6738,53:53,05/28/18 23:18:05,HLT_Photon33_v5,15.477024691,15.170854855,40.1,HFOC
317087:6738,54:54,05/28/18 23:18:28,HLT_Photon33_v5,15.223766838,14.920942167,39.4,HFOC
317087:6738,55:55,05/28/18 23:18:51,HLT_Photon33_v5,6.765808489,6.684334132,17.5,HFOC
317087:6738,56:56,05/28/18 23:19:15,HLT_Photon33_v5,2.617566572,2.594334676,6.8,HFOC
317087:6738,57:57,05/28/18 23:19:38,HLT_Photon33_v5,17.469422651,17.081352778,45.3,HFOC
317087:6738,58:58,05/28/18 23:20:01,HLT_Photon33_v5,17.492005842,17.102578844,45.3,HFOC
317087:6738,59:59,05/28/18 23:20:25,HLT_Photon33_v5,17.508285038,17.117924941,45.4,HFOC
317087:6738,60:60,05/28/18 23:20:48,HLT_Photon33_v5,17.444677625,17.052387045,45.2,HFOC
317087:6738,61:61,05/28/18 23:21:11,HLT_Photon33_v5,17.418218351,17.026401732,45.1,HFOC
317087:6738,62:62,05/28/18 23:21:34,HLT_Photon33_v5,17.388512238,6.705688677,45.1,HFOC
317087:6738,63:63,05/28/18 23:21:58,HLT_Photon33_v5,17.417698136,16.534087194,45.1,HFOC
317087:6738,64:64,05/28/18 23:22:21,HLT_Photon33_v5,17.437121473,17.049647707,45.2,HFOC
317087:6738,65:65,05/28/18 23:22:44,HLT_Photon33_v5,17.385118510,16.975065117,45.0,HFOC
317087:6738,66:66,05/28/18 23:23:08,HLT_Photon33_v5,17.367740365,16.981533355,45.0,HFOC
317087:6738,67:67,05/28/18 23:23:31,HLT_Photon33_v5,17.334228192,16.950736126,44.9,HFOC
317087:6738,68:68,05/28/18 23:23:54,HLT_Photon33_v5,17.342846774,16.958838287,44.9,HFOC
317087:6738,69:69,05/28/18 23:24:18,HLT_Photon33_v5,17.321035981,16.938719260,44.9,HFOC
317087:6738,70:70,05/28/18 23:24:41,HLT_Photon33_v5,17.311598703,16.686029715,44.9,HFOC
317087:6738,71:71,05/28/18 23:25:04,HLT_Photon33_v5,17.250329155,16.631741442,44.7,HFOC
317087:6738,72:72,05/28/18 23:25:28,HLT_Photon33_v5,17.233203047,16.854735562,44.7,HFOC
317087:6738,73:73,05/28/18 23:25:51,HLT_Photon33_v5,17.221052554,16.601715309,44.6,HFOC
317087:6738,74:74,05/28/18 23:26:14,HLT_Photon33_v5,17.206449440,16.805335566,44.6,HFOC
317087:6738,75:75,05/28/18 23:26:37,HLT_Photon33_v5,17.180676247,16.802006491,44.5,HFOC
317087:6738,76:76,05/28/18 23:27:01,HLT_Photon33_v5,17.149162399,16.774641996,44.4,HFOC
317087:6738,77:77,05/28/18 23:27:24,HLT_Photon33_v5,17.140396094,16.742520246,44.4,HFOC
317087:6738,78:78,05/28/18 23:27:47,HLT_Photon33_v5,17.066913608,15.938820859,44.2,HFOC
317087:6738,79:79,05/28/18 23:28:11,HLT_Photon33_v5,17.103313671,16.491750905,44.3,HFOC
317087:6738,80:80,05/28/18 23:28:34,HLT_Photon33_v5,17.081569201,16.709210683,44.3,HFOC
317087:6738,81:81,05/28/18 23:28:57,HLT_Photon33_v5,17.043929670,16.674667356,44.2,HFOC
317087:6738,82:82,05/28/18 23:29:21,HLT_Photon33_v5,17.030353221,16.401600322,44.1,HFOC
317087:6738,83:83,05/28/18 23:29:44,HLT_Photon33_v5,17.049068113,16.677217159,44.2,HFOC
317087:6738,84:84,05/28/18 23:30:07,HLT_Photon33_v5,17.065905242,16.694062155,44.2,HFOC
317087:6738,85:85,05/28/18 23:30:31,HLT_Photon33_v5,17.015597642,16.647461643,44.1,HFOC
317087:6738,86:86,05/28/18 23:30:54,HLT_Photon33_v5,17.016148561,16.647141992,44.1,HFOC
317087:6738,87:87,05/28/18 23:31:17,HLT_Photon33_v5,16.951804184,16.112826791,43.9,HFOC
317087:6738,88:88,05/28/18 23:31:40,HLT_Photon33_v5,16.975468597,16.368470354,44.0,HFOC
317087:6738,89:89,05/28/18 23:32:04,HLT_Photon33_v5,17.048059695,16.678164330,44.2,HFOC
317087:6738,90:90,05/28/18 23:32:27,HLT_Photon33_v5,16.968299739,16.602597770,44.0,HFOC
317087:6738,91:91,05/28/18 23:32:51,HLT_Photon33_v5,16.873183315,16.511739518,43.7,HFOC
317087:6738,92:92,05/28/18 23:33:14,HLT_Photon33_v5,16.776375134,16.418688749,43.5,HFOC
317087:6738,93:93,05/28/18 23:33:37,HLT_Photon33_v5,16.738526542,16.382783090,43.4,HFOC
317087:6738,94:94,05/28/18 23:34:00,HLT_Photon33_v5,16.724542047,16.367883561,43.3,HFOC
317087:6738,95:95,05/28/18 23:34:24,HLT_Photon33_v5,16.745742282,16.388703588,43.4,HFOC
317087:6738,96:96,05/28/18 23:34:47,HLT_Photon33_v5,16.725036176,16.359795707,43.3,HFOC
317087:6738,97:97,05/28/18 23:35:10,HLT_Photon33_v5,16.620058728,16.267956663,43.1,HFOC
317087:6738,98:98,05/28/18 23:35:34,HLT_Photon33_v5,16.627088541,16.276766288,43.1,HFOC
317087:6738,99:99,05/28/18 23:35:57,HLT_Photon33_v5,16.599836493,16.017557195,43.0,HFOC
317087:6738,100:100,05/28/18 23:36:20,HLT_Photon33_v5,16.627017716,16.275272015,43.1,HFOC
317087:6738,101:101,05/28/18 23:36:44,HLT_Photon33_v5,16.507817320,15.928357295,42.8,HFOC
317087:6738,102:102,05/28/18 23:37:07,HLT_Photon33_v5,16.526349099,16.178314019,42.8,HFOC
317087:6738,103:103,05/28/18 23:37:30,HLT_Photon33_v5,16.571060109,16.221470320,42.9,HFOC
317087:6738,104:104,05/28/18 23:37:53,HLT_Photon33_v5,16.462336908,16.116627041,42.7,HFOC
317087:6738,105:105,05/28/18 23:38:17,HLT_Photon33_v5,16.256762683,15.921670879,42.1,HFOC
317087:6738,106:106,05/28/18 23:38:40,HLT_Photon33_v5,16.337105325,15.974273095,42.3,HFOC
317087:6738,107:107,05/28/18 23:39:03,HLT_Photon33_v5,14.678630361,14.400678731,38.0,HFOC
317087:6738,108:108,05/28/18 23:39:27,HLT_Photon33_v5,15.491471564,15.183045046,40.1,HFOC
317087:6738,109:109,05/28/18 23:39:50,HLT_Photon33_v5,14.932946145,14.647463590,38.7,HFOC
317087:6738,110:110,05/28/18 23:40:13,HLT_Photon33_v5,16.868748546,16.507057892,43.7,HFOC
317087:6738,111:111,05/28/18 23:40:37,HLT_Photon33_v5,16.914332886,16.545355849,43.8,HFOC
317087:6738,112:112,05/28/18 23:41:00,HLT_Photon33_v5,16.932624885,16.568572113,43.9,HFOC
317087:6738,113:113,05/28/18 23:41:23,HLT_Photon33_v5,16.887511226,16.524507512,43.8,HFOC
317087:6738,114:114,05/28/18 23:41:47,HLT_Photon33_v5,16.864312215,16.503689330,43.7,HFOC
317087:6738,115:115,05/28/18 23:42:10,HLT_Photon33_v5,16.858116919,16.498037454,43.7,HFOC
317087:6738,116:116,05/28/18 23:42:33,HLT_Photon33_v5,16.836376796,16.477440604,43.6,HFOC
317087:6738,117:117,05/28/18 23:42:57,HLT_Photon33_v5,16.784867383,16.319298685,43.5,HFOC
317087:6738,118:118,05/28/18 23:43:20,HLT_Photon33_v5,16.787738253,16.068732781,43.5,HFOC
317087:6738,119:119,05/28/18 23:43:43,HLT_Photon33_v5,16.787631311,16.431002741,43.5,HFOC
317087:6738,120:120,05/28/18 23:44:06,HLT_Photon33_v5,16.771520391,16.415121049,43.5,HFOC
317087:6738,121:121,05/28/18 23:44:30,HLT_Photon33_v5,16.752331222,16.396418569,43.4,HFOC
317087:6738,122:122,05/28/18 23:44:53,HLT_Photon33_v5,16.747700599,16.391429507,43.4,HFOC
317087:6738,123:123,05/28/18 23:45:16,HLT_Photon33_v5,16.759347840,16.402855824,43.4,HFOC
317087:6738,124:124,05/28/18 23:45:40,HLT_Photon33_v5,16.729052458,16.351013533,43.3,HFOC
317087:6738,125:125,05/28/18 23:46:03,HLT_Photon33_v5,16.695471552,16.343053003,43.3,HFOC
317087:6738,126:126,05/28/18 23:46:26,HLT_Photon33_v5,16.690043166,16.337090124,43.2,HFOC
317087:6738,127:127,05/28/18 23:46:50,HLT_Photon33_v5,16.674411415,16.321086092,43.2,HFOC
317087:6738,128:128,05/28/18 23:47:13,HLT_Photon33_v5,16.658262143,16.305808301,43.2,HFOC
317087:6738,129:129,05/28/18 23:47:36,HLT_Photon33_v5,16.635718518,16.285644125,43.1,HFOC
317087:6738,130:130,05/28/18 23:48:00,HLT_Photon33_v5,16.620973440,16.271299644,43.1,HFOC
317087:6738,131:131,05/28/18 23:48:23,HLT_Photon33_v5,16.605689744,16.255216813,43.0,HFOC
317087:6738,132:132,05/28/18 23:48:46,HLT_Photon33_v5,16.591118224,16.241356154,43.0,HFOC
317087:6738,133:133,05/28/18 23:49:10,HLT_Photon33_v5,16.515283511,16.169039782,42.8,HFOC
317087:6738,134:134,05/28/18 23:49:33,HLT_Photon33_v5,16.564392404,16.192516518,42.9,HFOC
317087:6738,135:135,05/28/18 23:49:56,HLT_Photon33_v5,16.552619617,16.205122058,42.9,HFOC
317087:6738,136:136,05/28/18 23:50:19,HLT_Photon33_v5,16.532482428,16.186326671,42.8,HFOC
317087:6738,137:137,05/28/18 23:50:43,HLT_Photon33_v5,16.677308803,16.323934169,43.2,HFOC
317087:6738,138:138,05/28/18 23:51:06,HLT_Photon33_v5,16.740737979,16.385269138,43.4,HFOC
317087:6738,139:139,05/28/18 23:51:29,HLT_Photon33_v5,16.668090717,16.316621086,43.2,HFOC
317087:6738,140:140,05/28/18 23:51:53,HLT_Photon33_v5,16.690912497,16.313243089,43.2,HFOC
317087:6738,141:141,05/28/18 23:52:16,HLT_Photon33_v5,16.675383241,16.323505888,43.2,HFOC
317087:6738,142:142,05/28/18 23:52:39,HLT_Photon33_v5,16.702492322,15.855647564,43.3,HFOC
317087:6738,143:143,05/28/18 23:53:03,HLT_Photon33_v5,16.669362399,16.316018687,43.2,HFOC
317087:6738,144:144,05/28/18 23:53:26,HLT_Photon33_v5,16.645953060,9.731590794,43.1,HFOC
317087:6738,145:145,05/28/18 23:53:49,HLT_Photon33_v5,16.645487449,16.276187008,43.1,HFOC
317087:6738,146:146,05/28/18 23:54:13,HLT_Photon33_v5,16.634036842,16.051173894,43.1,HFOC
317087:6738,147:147,05/28/18 23:54:36,HLT_Photon33_v5,16.607680490,16.258478546,43.0,HFOC
317087:6738,148:148,05/28/18 23:54:59,HLT_Photon33_v5,16.570044287,16.223045458,42.9,HFOC
317087:6738,149:149,05/28/18 23:55:23,HLT_Photon33_v5,16.530326957,16.182539377,42.8,HFOC
317087:6738,150:150,05/28/18 23:55:46,HLT_Photon33_v5,16.564761663,16.218413964,42.9,HFOC
317087:6738,151:151,05/28/18 23:56:09,HLT_Photon33_v5,16.602864101,16.022790882,43.0,HFOC
317087:6738,152:152,05/28/18 23:56:32,HLT_Photon33_v5,16.582898590,16.236117710,43.0,HFOC
317087:6738,153:153,05/28/18 23:56:56,HLT_Photon33_v5,16.572329129,16.224621622,42.9,HFOC
317087:6738,154:154,05/28/18 23:57:19,HLT_Photon33_v5,16.526968616,16.181491067,42.8,HFOC
317087:6738,155:155,05/28/18 23:57:42,HLT_Photon33_v5,16.555626531,15.474445025,42.9,HFOC
317087:6738,156:156,05/28/18 23:58:06,HLT_Photon33_v5,16.545564196,16.194001001,42.9,HFOC
317087:6738,157:157,05/28/18 23:58:29,HLT_Photon33_v5,16.536130119,6.553048865,42.8,HFOC
317087:6738,158:158,05/28/18 23:58:52,HLT_Photon33_v5,16.525015096,16.177807103,42.8,HFOC
317087:6738,159:159,05/28/18 23:59:16,HLT_Photon33_v5,16.526287297,16.179407251,42.8,HFOC
317087:6738,160:160,05/28/18 23:59:39,HLT_Photon33_v5,16.512280774,15.934929474,42.8,HFOC
317087:6738,161:161,05/29/18 00:00:02,HLT_Photon33_v5,16.489608677,15.682092347,42.7,HFOC
317087:6738,162:162,05/29/18 00:00:26,HLT_Photon33_v5,16.493323142,16.147901279,42.7,HFOC
317087:6738,163:163,05/29/18 00:00:49,HLT_Photon33_v5,16.488042379,15.911462655,42.7,HFOC
317087:6738,164:164,05/29/18 00:01:12,HLT_Photon33_v5,16.456500867,16.112836119,42.6,HFOC
317087:6738,165:165,05/29/18 00:01:36,HLT_Photon33_v5,16.445075754,15.621559147,42.6,HFOC
317087:6738,166:166,05/29/18 00:01:59,HLT_Photon33_v5,16.466176793,16.121954753,42.7,HFOC
317087:6738,167:167,05/29/18 00:02:22,HLT_Photon33_v5,16.469773914,16.126578976,42.7,HFOC
317087:6738,168:168,05/29/18 00:02:45,HLT_Photon33_v5,16.412299993,16.069092167,42.5,HFOC
317087:6738,169:169,05/29/18 00:03:09,HLT_Photon33_v5,16.403394614,16.061233986,42.5,HFOC
317087:6738,170:170,05/29/18 00:03:32,HLT_Photon33_v5,16.348968284,16.008593465,42.4,HFOC
317087:6738,171:171,05/29/18 00:03:55,HLT_Photon33_v5,16.365517844,16.025118456,42.4,HFOC
317087:6738,172:172,05/29/18 00:04:19,HLT_Photon33_v5,16.348416317,16.009364770,42.4,HFOC
317087:6738,173:173,05/29/18 00:04:42,HLT_Photon33_v5,16.303983141,15.967034435,42.2,HFOC
317087:6738,174:174,05/29/18 00:05:05,HLT_Photon33_v5,16.295379701,15.957989790,42.2,HFOC
317087:6738,175:175,05/29/18 00:05:29,HLT_Photon33_v5,16.325623543,15.987434600,42.3,HFOC
317087:6738,176:176,05/29/18 00:05:52,HLT_Photon33_v5,16.276060409,15.711624558,42.2,HFOC
317087:6738,177:177,05/29/18 00:06:15,HLT_Photon33_v5,16.265253933,15.929268595,42.1,HFOC
317087:6738,213:213,05/29/18 00:20:14,HLT_Photon33_v5,15.896772403,11.888964083,41.2,HFOC
317087:6738,214:214,05/29/18 00:20:38,HLT_Photon33_v5,15.876041899,15.557432396,41.1,HFOC
317087:6738,215:215,05/29/18 00:21:01,HLT_Photon33_v5,15.822144129,15.504848391,41.0,HFOC
317087:6738,216:216,05/29/18 00:21:24,HLT_Photon33_v5,15.807902614,15.491801632,41.0,HFOC
317087:6738,217:217,05/29/18 00:21:48,HLT_Photon33_v5,15.806144474,15.489569168,41.0,HFOC
317087:6738,218:218,05/29/18 00:22:11,HLT_Photon33_v5,15.793867460,15.478847487,40.9,HFOC
317087:6738,219:219,05/29/18 00:22:34,HLT_Photon33_v5,15.804608360,15.489055747,40.9,HFOC
317087:6738,220:220,05/29/18 00:22:58,HLT_Photon33_v5,15.808111053,15.492630076,41.0,HFOC
317087:6738,221:221,05/29/18 00:23:21,HLT_Photon33_v5,15.820118725,15.282355003,41.0,HFOC
317087:6738,222:222,05/29/18 00:23:44,HLT_Photon33_v5,15.837383378,15.519562735,41.0,HFOC
317087:6738,257:257,05/29/18 00:37:20,HLT_Photon33_v5,15.507013840,15.075592215,40.2,HFOC
317087:6738,258:258,05/29/18 00:37:43,HLT_Photon33_v5,15.534448875,7.291118274,40.2,HFOC
317087:6738,259:259,05/29/18 00:38:07,HLT_Photon33_v5,15.519683289,15.214614191,40.2,HFOC
317087:6738,260:260,05/29/18 00:38:30,HLT_Photon33_v5,15.495772554,15.192453863,40.1,HFOC
317087:6738,261:261,05/29/18 00:38:53,HLT_Photon33_v5,15.502371335,15.198109567,40.2,HFOC
317087:6738,262:262,05/29/18 00:39:17,HLT_Photon33_v5,15.481327369,15.177064855,40.1,HFOC
317087:6738,263:263,05/29/18 00:39:40,HLT_Photon33_v5,15.436412752,15.134566889,40.0,HFOC
317087:6738,264:264,05/29/18 00:40:03,HLT_Photon33_v5,15.409614268,15.108196875,39.9,HFOC
317087:6738,265:265,05/29/18 00:40:27,HLT_Photon33_v5,15.423220162,15.121793490,40.0,HFOC
317087:6738,266:266,05/29/18 00:40:50,HLT_Photon33_v5,15.408915663,15.107996930,39.9,HFOC
317087:6738,267:267,05/29/18 00:41:13,HLT_Photon33_v5,15.388764389,15.089596878,39.9,HFOC
317087:6738,268:268,05/29/18 00:41:36,HLT_Photon33_v5,15.368182470,15.069422413,39.8,HFOC
317087:6738,269:269,05/29/18 00:42:00,HLT_Photon33_v5,15.366106064,15.066962888,39.8,HFOC
317087:6738,270:270,05/29/18 00:42:23,HLT_Photon33_v5,15.379700024,15.077990738,39.8,HFOC
317087:6738,271:271,05/29/18 00:42:46,HLT_Photon33_v5,15.338949851,14.823462699,39.7,HFOC
317087:6738,272:272,05/29/18 00:43:10,HLT_Photon33_v5,15.327355345,15.029122351,39.7,HFOC
317087:6738,273:273,05/29/18 00:43:33,HLT_Photon33_v5,15.313998354,15.015711228,39.7,HFOC
317087:6738,274:274,05/29/18 00:43:56,HLT_Photon33_v5,15.295432947,14.997079833,39.6,HFOC
317087:6738,275:275,05/29/18 00:44:20,HLT_Photon33_v5,15.248939523,14.953596069,39.5,HFOC
317087:6738,276:276,05/29/18 00:44:43,HLT_Photon33_v5,15.277048089,14.979552448,39.6,HFOC
317087:6738,277:277,05/29/18 00:45:06,HLT_Photon33_v5,15.293356114,14.996638448,39.6,HFOC
317087:6738,278:278,05/29/18 00:45:30,HLT_Photon33_v5,15.329740523,15.031279060,39.7,HFOC
317087:6738,279:279,05/29/18 00:45:53,HLT_Photon33_v5,15.294413440,14.996715952,39.6,HFOC
317087:6738,280:280,05/29/18 00:46:16,HLT_Photon33_v5,15.296339005,14.999067340,39.6,HFOC
317087:6738,281:281,05/29/18 00:46:40,HLT_Photon33_v5,15.291324648,14.995130139,39.6,HFOC
317087:6738,282:282,05/29/18 00:47:03,HLT_Photon33_v5,15.278224966,14.982094357,39.6,HFOC
317087:6738,283:283,05/29/18 00:47:26,HLT_Photon33_v5,15.254034659,14.738342616,39.5,HFOC
317087:6738,284:284,05/29/18 00:47:49,HLT_Photon33_v5,13.842074946,13.586732322,35.9,HFOC
317087:6738,285:285,05/29/18 00:48:13,HLT_Photon33_v5,2.081046805,2.063116974,5.4,HFOC
317087:6738,286:286,05/29/18 00:48:36,HLT_Photon33_v5,6.379018796,6.305814265,16.5,HFOC
317087:6738,287:287,05/29/18 00:48:59,HLT_Photon33_v5,13.224699284,12.998211834,34.3,HFOC
317087:6738,288:288,05/29/18 00:49:23,HLT_Photon33_v5,14.282101287,14.018300654,37.0,HFOC
317087:6738,289:289,05/29/18 00:49:46,HLT_Photon33_v5,8.326612733,8.215910995,21.6,HFOC
317087:6738,290:290,05/29/18 00:50:09,HLT_Photon33_v5,2.744003626,2.718991301,7.1,HFOC
317087:6738,291:291,05/29/18 00:50:33,HLT_Photon33_v5,8.664680762,8.544697410,22.5,HFOC
317087:6738,292:292,05/29/18 00:50:56,HLT_Photon33_v5,1.539310152,1.526540547,4.0,HFOC
317087:6738,293:293,05/29/18 00:51:19,HLT_Photon33_v5,5.765923581,5.702900345,14.9,HFOC
317087:6738,294:294,05/29/18 00:51:43,HLT_Photon33_v5,12.963630703,12.743709349,33.6,HFOC
317087:6738,295:295,05/29/18 00:52:06,HLT_Photon33_v5,14.009281133,13.747939451,36.3,HFOC
317087:6738,296:296,05/29/18 00:52:29,HLT_Photon33_v5,7.018506066,6.933190104,18.2,HFOC
317087:6738,297:297,05/29/18 00:52:53,HLT_Photon33_v5,2.418058915,2.396658040,6.3,HFOC
317087:6738,298:298,05/29/18 00:53:16,HLT_Photon33_v5,14.929515019,14.648455329,38.7,HFOC
317087:6738,299:299,05/29/18 00:53:39,HLT_Photon33_v5,15.113486067,14.822802006,39.2,HFOC
317087:6738,300:300,05/29/18 00:54:02,HLT_Photon33_v5,15.099709337,14.809544897,39.1,HFOC
317087:6738,301:301,05/29/18 00:54:26,HLT_Photon33_v5,15.084857473,14.794218279,39.1,HFOC
317087:6738,302:302,05/29/18 00:54:49,HLT_Photon33_v5,15.073395398,14.544274101,39.1,HFOC
317087:6738,303:303,05/29/18 00:55:12,HLT_Photon33_v5,15.054072643,14.765700871,39.0,HFOC
317087:6738,304:304,05/29/18 00:55:36,HLT_Photon33_v5,15.032345015,14.743919641,38.9,HFOC
317087:6738,305:305,05/29/18 00:55:59,HLT_Photon33_v5,15.020758622,14.733481807,38.9,HFOC
317087:6738,306:306,05/29/18 00:56:22,HLT_Photon33_v5,15.018689259,14.731713694,38.9,HFOC
317087:6738,307:307,05/29/18 00:56:46,HLT_Photon33_v5,15.010956668,14.723018617,38.9,HFOC
317087:6738,308:308,05/29/18 00:57:09,HLT_Photon33_v5,14.990875059,14.705119203,38.8,HFOC
317087:6738,309:309,05/29/18 00:57:32,HLT_Photon33_v5,14.974077694,14.688460512,38.8,HFOC
317087:6738,310:310,05/29/18 00:57:56,HLT_Photon33_v5,14.545083875,13.626574131,37.7,HFOC
317087:6738,311:311,05/29/18 00:58:19,HLT_Photon33_v5,14.654432407,14.380121454,38.0,HFOC
317087:6738,312:312,05/29/18 00:58:42,HLT_Photon33_v5,14.230000891,13.968506231,36.9,HFOC
317087:6738,313:313,05/29/18 00:59:05,HLT_Photon33_v5,13.807027854,13.560703612,35.8,HFOC
317087:6738,314:314,05/29/18 00:59:29,HLT_Photon33_v5,13.068871573,12.843587048,33.9,HFOC
317087:6738,315:315,05/29/18 00:59:52,HLT_Photon33_v5,14.499926044,14.231880700,37.6,HFOC
317087:6738,316:316,05/29/18 01:00:15,HLT_Photon33_v5,15.141269450,14.849929550,39.2,HFOC
317087:6738,317:317,05/29/18 01:00:39,HLT_Photon33_v5,15.131880941,14.839358676,39.2,HFOC
317087:6738,318:318,05/29/18 01:01:02,HLT_Photon33_v5,15.121402563,14.829803990,39.2,HFOC
317087:6738,319:319,05/29/18 01:01:25,HLT_Photon33_v5,15.112587107,14.820541439,39.2,HFOC
317087:6738,320:320,05/29/18 01:01:49,HLT_Photon33_v5,15.100809619,14.810636777,39.1,HFOC
317087:6738,321:321,05/29/18 01:02:12,HLT_Photon33_v5,15.088477795,14.798989539,39.1,HFOC
317087:6738,322:322,05/29/18 01:02:35,HLT_Photon33_v5,15.078241814,14.787828719,39.1,HFOC
317087:6738,323:323,05/29/18 01:02:59,HLT_Photon33_v5,15.068878878,14.562810272,39.0,HFOC
317087:6738,324:324,05/29/18 01:03:22,HLT_Photon33_v5,15.056638274,14.767595173,39.0,HFOC
317087:6738,325:325,05/29/18 01:03:45,HLT_Photon33_v5,15.041316868,14.752727615,39.0,HFOC
317087:6738,326:326,05/29/18 01:04:09,HLT_Photon33_v5,15.011834692,14.724660406,38.9,HFOC
317087:6738,327:327,05/29/18 01:04:32,HLT_Photon33_v5,15.007739751,14.720580261,38.9,HFOC
317087:6738,328:328,05/29/18 01:04:55,HLT_Photon33_v5,15.008146976,14.720054278,38.9,HFOC
317087:6738,329:329,05/29/18 01:05:19,HLT_Photon33_v5,15.013336410,14.516362681,38.9,HFOC
317087:6738,330:330,05/29/18 01:05:42,HLT_Photon33_v5,14.993027850,14.707013353,38.8,HFOC
317087:6738,331:331,05/29/18 01:06:05,HLT_Photon33_v5,15.037408456,14.538584066,39.0,HFOC
317087:6738,332:332,05/29/18 01:06:28,HLT_Photon33_v5,15.020549719,14.731497612,38.9,HFOC
317087:6738,333:333,05/29/18 01:06:52,HLT_Photon33_v5,15.011990616,14.725574222,38.9,HFOC
317087:6738,334:334,05/29/18 01:07:15,HLT_Photon33_v5,14.999572435,14.712927955,38.9,HFOC
317087:6738,335:335,05/29/18 01:07:38,HLT_Photon33_v5,14.990890198,14.705069608,38.8,HFOC
317087:6738,336:336,05/29/18 01:08:02,HLT_Photon33_v5,14.981851968,14.696285188,38.8,HFOC
317087:6738,337:337,05/29/18 01:08:25,HLT_Photon33_v5,14.975945958,14.689792455,38.8,HFOC
