#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/pb),recorded(/pb),avgpu,source
254790:4243,245:245,08/21/15 06:24:17,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,246:246,08/21/15 06:24:40,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,247:247,08/21/15 06:25:04,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,248:248,08/21/15 06:25:27,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,249:249,08/21/15 06:25:50,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,250:250,08/21/15 06:26:14,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,251:251,08/21/15 06:26:37,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,252:252,08/21/15 06:27:00,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,253:253,08/21/15 06:27:24,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,254:254,08/21/15 06:27:47,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,255:255,08/21/15 06:28:10,STABLE BEAMS,6500,0.016,0.016,16.5,PLTZERO
254790:4243,256:256,08/21/15 06:28:34,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,257:257,08/21/15 06:28:57,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,258:258,08/21/15 06:29:20,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,259:259,08/21/15 06:29:43,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,260:260,08/21/15 06:30:07,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,261:261,08/21/15 06:30:30,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,262:262,08/21/15 06:30:53,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,263:263,08/21/15 06:31:17,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,264:264,08/21/15 06:31:40,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,265:265,08/21/15 06:32:03,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,266:266,08/21/15 06:32:27,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,267:267,08/21/15 06:32:50,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,268:268,08/21/15 06:33:13,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,269:269,08/21/15 06:33:37,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,270:270,08/21/15 06:34:00,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,271:271,08/21/15 06:34:23,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,272:272,08/21/15 06:34:47,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,273:273,08/21/15 06:35:10,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,274:274,08/21/15 06:35:33,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,275:275,08/21/15 06:35:56,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,276:276,08/21/15 06:36:20,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,277:277,08/21/15 06:36:43,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,278:278,08/21/15 06:37:06,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,279:279,08/21/15 06:37:30,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,280:280,08/21/15 06:37:53,STABLE BEAMS,6500,0.016,0.013,16.4,PLTZERO
254790:4243,281:281,08/21/15 06:38:16,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,282:282,08/21/15 06:38:40,STABLE BEAMS,6500,0.016,0.013,16.4,PLTZERO
254790:4243,283:283,08/21/15 06:39:03,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,284:284,08/21/15 06:39:26,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,285:285,08/21/15 06:39:50,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,286:286,08/21/15 06:40:13,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,287:287,08/21/15 06:40:36,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,288:288,08/21/15 06:40:59,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,289:289,08/21/15 06:41:23,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,290:290,08/21/15 06:41:46,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,291:291,08/21/15 06:42:09,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,292:292,08/21/15 06:42:33,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,293:293,08/21/15 06:42:56,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,294:294,08/21/15 06:43:19,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,295:295,08/21/15 06:43:43,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,296:296,08/21/15 06:44:06,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,297:297,08/21/15 06:44:29,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,298:298,08/21/15 06:44:53,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,299:299,08/21/15 06:45:16,STABLE BEAMS,6500,0.016,0.016,16.4,PLTZERO
254790:4243,300:300,08/21/15 06:45:39,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,301:301,08/21/15 06:46:03,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,302:302,08/21/15 06:46:26,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,303:303,08/21/15 06:46:49,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,304:304,08/21/15 06:47:12,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,305:305,08/21/15 06:47:36,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,306:306,08/21/15 06:47:59,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,307:307,08/21/15 06:48:22,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,308:308,08/21/15 06:48:46,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,309:309,08/21/15 06:49:09,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,310:310,08/21/15 06:49:32,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,311:311,08/21/15 06:49:56,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,312:312,08/21/15 06:50:19,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,313:313,08/21/15 06:50:42,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,314:314,08/21/15 06:51:06,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,315:315,08/21/15 06:51:29,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,316:316,08/21/15 06:51:52,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,317:317,08/21/15 06:52:16,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,318:318,08/21/15 06:52:39,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,319:319,08/21/15 06:53:02,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,320:320,08/21/15 06:53:25,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,321:321,08/21/15 06:53:49,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,322:322,08/21/15 06:54:12,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,323:323,08/21/15 06:54:35,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,324:324,08/21/15 06:54:59,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,325:325,08/21/15 06:55:22,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,326:326,08/21/15 06:55:45,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,327:327,08/21/15 06:56:09,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,328:328,08/21/15 06:56:32,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,329:329,08/21/15 06:56:55,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,330:330,08/21/15 06:57:19,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,331:331,08/21/15 06:57:42,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,332:332,08/21/15 06:58:05,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,333:333,08/21/15 06:58:28,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,334:334,08/21/15 06:58:52,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,335:335,08/21/15 06:59:15,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,336:336,08/21/15 06:59:38,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,337:337,08/21/15 07:00:02,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,338:338,08/21/15 07:00:25,STABLE BEAMS,6500,0.016,0.016,16.3,PLTZERO
254790:4243,339:339,08/21/15 07:00:48,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,340:340,08/21/15 07:01:12,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,341:341,08/21/15 07:01:35,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,342:342,08/21/15 07:01:58,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,343:343,08/21/15 07:02:22,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,344:344,08/21/15 07:02:45,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,345:345,08/21/15 07:03:08,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,346:346,08/21/15 07:03:32,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,347:347,08/21/15 07:03:55,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,348:348,08/21/15 07:04:18,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,349:349,08/21/15 07:04:41,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,350:350,08/21/15 07:05:05,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,351:351,08/21/15 07:05:28,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,352:352,08/21/15 07:05:51,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,353:353,08/21/15 07:06:15,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,354:354,08/21/15 07:06:38,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,355:355,08/21/15 07:07:01,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,356:356,08/21/15 07:07:25,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,357:357,08/21/15 07:07:48,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,358:358,08/21/15 07:08:11,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,359:359,08/21/15 07:08:35,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,360:360,08/21/15 07:08:58,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,361:361,08/21/15 07:09:21,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,362:362,08/21/15 07:09:45,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,363:363,08/21/15 07:10:08,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,364:364,08/21/15 07:10:31,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,365:365,08/21/15 07:10:54,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,366:366,08/21/15 07:11:18,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,367:367,08/21/15 07:11:41,STABLE BEAMS,6500,0.016,0.016,16.2,PLTZERO
254790:4243,368:368,08/21/15 07:12:04,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,369:369,08/21/15 07:12:28,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,370:370,08/21/15 07:12:51,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,371:371,08/21/15 07:13:14,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,372:372,08/21/15 07:13:38,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,373:373,08/21/15 07:14:01,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,374:374,08/21/15 07:14:24,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,375:375,08/21/15 07:14:48,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,376:376,08/21/15 07:15:11,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,377:377,08/21/15 07:15:34,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,378:378,08/21/15 07:15:57,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,379:379,08/21/15 07:16:21,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,380:380,08/21/15 07:16:44,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,381:381,08/21/15 07:17:07,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,382:382,08/21/15 07:17:31,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,383:383,08/21/15 07:17:54,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,384:384,08/21/15 07:18:17,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,385:385,08/21/15 07:18:41,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,386:386,08/21/15 07:19:04,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,387:387,08/21/15 07:19:27,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,388:388,08/21/15 07:19:51,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,389:389,08/21/15 07:20:14,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,390:390,08/21/15 07:20:37,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,391:391,08/21/15 07:21:01,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,392:392,08/21/15 07:21:24,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,393:393,08/21/15 07:21:47,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,394:394,08/21/15 07:22:10,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,395:395,08/21/15 07:22:34,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,396:396,08/21/15 07:22:57,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,397:397,08/21/15 07:23:20,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,398:398,08/21/15 07:23:44,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,399:399,08/21/15 07:24:07,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,400:400,08/21/15 07:24:30,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,401:401,08/21/15 07:24:54,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,402:402,08/21/15 07:25:17,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,403:403,08/21/15 07:25:40,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,404:404,08/21/15 07:26:04,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,405:405,08/21/15 07:26:27,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,406:406,08/21/15 07:26:50,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,407:407,08/21/15 07:27:13,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,408:408,08/21/15 07:27:37,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,409:409,08/21/15 07:28:00,STABLE BEAMS,6500,0.016,0.016,16.1,PLTZERO
254790:4243,410:410,08/21/15 07:28:23,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,411:411,08/21/15 07:28:47,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,412:412,08/21/15 07:29:10,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,413:413,08/21/15 07:29:33,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,414:414,08/21/15 07:29:57,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,415:415,08/21/15 07:30:20,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,416:416,08/21/15 07:30:43,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,417:417,08/21/15 07:31:07,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,418:418,08/21/15 07:31:30,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,419:419,08/21/15 07:31:53,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,420:420,08/21/15 07:32:17,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,421:421,08/21/15 07:32:40,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,422:422,08/21/15 07:33:03,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,423:423,08/21/15 07:33:26,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,424:424,08/21/15 07:33:50,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,425:425,08/21/15 07:34:13,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,426:426,08/21/15 07:34:36,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,427:427,08/21/15 07:35:00,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,428:428,08/21/15 07:35:23,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,429:429,08/21/15 07:35:46,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,430:430,08/21/15 07:36:10,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,431:431,08/21/15 07:36:33,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,432:432,08/21/15 07:36:56,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,433:433,08/21/15 07:37:20,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,434:434,08/21/15 07:37:43,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,435:435,08/21/15 07:38:06,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,436:436,08/21/15 07:38:30,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,437:437,08/21/15 07:38:53,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,438:438,08/21/15 07:39:16,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,439:439,08/21/15 07:39:39,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,440:440,08/21/15 07:40:03,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,441:441,08/21/15 07:40:26,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,442:442,08/21/15 07:40:49,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,443:443,08/21/15 07:41:13,STABLE BEAMS,6500,0.016,0.016,15.9,PLTZERO
254790:4243,444:444,08/21/15 07:41:36,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,445:445,08/21/15 07:41:59,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,446:446,08/21/15 07:42:23,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,447:447,08/21/15 07:42:46,STABLE BEAMS,6500,0.016,0.016,16.0,PLTZERO
254790:4243,448:448,08/21/15 07:43:09,STABLE BEAMS,6500,0.016,0.016,15.9,PLTZERO
254790:4243,449:449,08/21/15 07:43:33,STABLE BEAMS,6500,0.016,0.016,15.9,PLTZERO
254790:4243,450:450,08/21/15 07:43:56,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,451:451,08/21/15 07:44:19,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,452:452,08/21/15 07:44:42,STABLE BEAMS,6500,0.016,0.016,15.9,PLTZERO
254790:4243,453:453,08/21/15 07:45:06,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,454:454,08/21/15 07:45:29,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,455:455,08/21/15 07:45:52,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,456:456,08/21/15 07:46:16,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,457:457,08/21/15 07:46:39,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,458:458,08/21/15 07:47:02,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,459:459,08/21/15 07:47:26,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,460:460,08/21/15 07:47:49,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,461:461,08/21/15 07:48:12,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,462:462,08/21/15 07:48:36,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,463:463,08/21/15 07:48:59,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,464:464,08/21/15 07:49:22,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,465:465,08/21/15 07:49:46,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,466:466,08/21/15 07:50:09,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,467:467,08/21/15 07:50:32,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,468:468,08/21/15 07:50:55,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,469:469,08/21/15 07:51:19,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,470:470,08/21/15 07:51:42,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,471:471,08/21/15 07:52:05,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,472:472,08/21/15 07:52:29,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,473:473,08/21/15 07:52:52,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,474:474,08/21/15 07:53:15,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,475:475,08/21/15 07:53:39,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,476:476,08/21/15 07:54:02,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,477:477,08/21/15 07:54:25,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,478:478,08/21/15 07:54:49,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,479:479,08/21/15 07:55:12,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,480:480,08/21/15 07:55:35,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,481:481,08/21/15 07:55:59,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,482:482,08/21/15 07:56:22,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,483:483,08/21/15 07:56:45,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,484:484,08/21/15 07:57:08,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,485:485,08/21/15 07:57:32,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,486:486,08/21/15 07:57:55,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,487:487,08/21/15 07:58:18,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,488:488,08/21/15 07:58:42,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,489:489,08/21/15 07:59:05,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,490:490,08/21/15 07:59:28,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,491:491,08/21/15 07:59:52,STABLE BEAMS,6500,0.016,0.015,15.8,PLTZERO
254790:4243,492:492,08/21/15 08:00:15,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,493:493,08/21/15 08:00:38,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,494:494,08/21/15 08:01:02,STABLE BEAMS,6500,0.016,0.015,15.8,PLTZERO
254790:4243,495:495,08/21/15 08:01:25,STABLE BEAMS,6500,0.016,0.015,15.8,PLTZERO
254790:4243,496:496,08/21/15 08:01:48,STABLE BEAMS,6500,0.016,0.015,15.9,PLTZERO
254790:4243,497:497,08/21/15 08:02:11,STABLE BEAMS,6500,0.016,0.015,15.8,PLTZERO
254790:4243,498:498,08/21/15 08:02:35,STABLE BEAMS,6500,0.016,0.015,15.8,PLTZERO
254790:4243,499:499,08/21/15 08:02:58,STABLE BEAMS,6500,0.016,0.015,15.8,PLTZERO
254790:4243,500:500,08/21/15 08:03:21,STABLE BEAMS,6500,0.016,0.015,15.8,PLTZERO
254790:4243,501:501,08/21/15 08:03:45,STABLE BEAMS,6500,0.016,0.015,15.8,PLTZERO
254790:4243,502:502,08/21/15 08:04:08,STABLE BEAMS,6500,0.016,0.015,15.8,PLTZERO
